Reward,Length,t,Episode,Loss
-116.211655,200,25.941133,261,
-117.41404,200,25.941133,262,
-119.26774,200,25.941133,263,
-107.30759,200,25.941133,264,
-99.416916,200,27.281439,265,
-110.80679,200,27.281439,266,
-111.99711,200,27.281439,267,
-118.63441,200,27.281439,268,
-109.27074,200,27.281439,269,
-116.03044,200,27.281439,270,
-108.5344,200,27.281439,271,
-115.31729,200,27.281439,272,
-108.86452,200,28.463246,273,
-118.448715,200,28.463246,274,
-110.078255,200,28.463246,275,
-112.56879,200,28.463246,276,
-109.49374,200,28.463246,277,
-111.19127,200,28.463246,278,
-107.40279,200,28.463246,279,
-115.43084,200,28.463246,280,
-116.04195,200,29.708697,281,
-116.767456,200,29.708697,282,
-114.178734,200,29.708697,283,
-115.51708,200,29.708697,284,
-105.32169,200,29.708697,285,
-110.1146,200,29.708697,286,
-116.77291,200,29.708697,287,
-111.56448,200,29.708697,288,
-119.21464,200,31.102923,289,
-104.41882,200,31.102923,290,
-116.550354,200,31.102923,291,
-114.72342,200,31.102923,292,
-111.16768,200,31.102923,293,
-109.03167,200,31.102923,294,
-117.23686,200,31.102923,295,
-117.29096,200,31.102923,296,
-114.03444,200,32.410107,297,
-118.95838,200,32.410107,298,
-110.65996,200,32.410107,299,
-113.51507,200,32.410107,300,
-119.26809,200,32.410107,301,
-109.3963,200,32.410107,302,
-115.7808,200,32.410107,303,
-111.154175,200,32.410107,304,
-118.52683,200,33.73228,305,
-105.98501,200,33.73228,306,
-108.947845,200,33.73228,307,
-119.07493,200,33.73228,308,
-107.24727,200,33.73228,309,
-116.915184,200,33.73228,310,
-110.053444,200,33.73228,311,
-119.67752,200,33.73228,312,
-115.13971,200,35.089198,313,
-117.28405,200,35.089198,314,
-100.79843,200,35.089198,315,
-112.87217,200,35.089198,316,
-116.66891,200,35.089198,317,
-116.86231,200,35.089198,318,
-116.484535,200,35.089198,319,
-110.135666,200,35.089198,320,
-108.42006,200,36.699079,321,
-112.251686,200,36.699079,322,
-115.664635,200,36.699079,323,
-105.450836,200,36.699079,324,
-118.593,200,36.699079,325,
-112.3483,200,36.699079,326,
-96.617836,200,36.699079,327,
-98.68743,200,36.699079,328,
-108.783134,200,38.039294,329,
-113.49693,200,38.039294,330,
-117.45633,200,38.039294,331,
-112.3592,200,38.039294,332,
-108.0546,200,38.039294,333,
-106.66224,200,38.039294,334,
-101.35034,200,38.039294,335,
-109.22265,200,38.039294,336,
-100.585014,200,39.532564,337,
-118.16994,200,39.532564,338,
-107.50768,200,39.532564,339,
-115.84223,200,39.532564,340,
-115.01417,200,39.532564,341,
-115.0375,200,39.532564,342,
-113.44857,200,39.532564,343,
-112.9545,200,39.532564,344,
-105.32309,200,40.868659,345,
-114.07709,200,40.868659,346,
-106.4551,200,40.868659,347,
-105.12721,200,40.868659,348,
-100.3542,200,40.868659,349,
-116.034096,200,40.868659,350,
-118.57669,200,40.868659,351,
-116.62483,200,40.868659,352,
-102.51511,200,42.352309,353,
-113.37144,200,42.352309,354,
-102.32019,200,42.352309,355,
-117.435684,200,42.352309,356,
-110.835686,200,42.352309,357,
-112.42355,200,42.352309,358,
-117.05434,200,42.352309,359,
-108.839615,200,42.352309,360,
-111.902245,200,43.657862,361,
-116.989784,200,43.657862,362,
-109.50156,200,43.657862,363,
-119.01318,200,43.657862,364,
-113.50354,200,43.657862,365,
-97.14111,200,43.657862,366,
-100.355354,200,43.657862,367,
-104.805275,200,43.657862,368,
-104.49075,200,44.926721,369,
-110.21026,200,44.926721,370,
-113.48213,200,44.926721,371,
-104.08411,200,44.926721,372,
-117.5054,200,44.926721,373,
-115.0746,200,44.926721,374,
-106.05455,200,44.926721,375,
-108.98186,200,44.926721,376,
-118.89224,200,46.314425,377,
-112.7383,200,46.315426,378,
-119.75182,200,46.315426,379,
-110.30619,200,46.315426,380,
-110.43806,200,46.315426,381,
-112.43746,200,46.315426,382,
-107.44875,200,46.315426,383,
-106.15995,200,46.315426,384,
-101.64394,200,47.604516,385,
-117.19397,200,47.605513,386,
-108.97429,200,47.605513,387,
-111.27858,200,47.605513,388,
-113.87262,200,47.605513,389,
-115.15883,200,47.605513,390,
-114.55322,200,47.605513,391,
-101.61672,200,47.605513,392,
-113.33356,200,48.926495,393,
-107.95835,200,48.926495,394,
-111.415215,200,48.926495,395,
-117.802246,200,48.926495,396,
-118.42914,200,48.926495,397,
-103.58731,200,48.926495,398,
-111.95212,200,48.926495,399,
-115.415665,200,48.926495,400,
-106.21238,200,50.299327,401,
-98.84334,200,50.299327,402,
-117.100914,200,50.299327,403,
-112.97389,200,50.299327,404,
-104.82524,200,50.299327,405,
-116.06782,200,50.299327,406,
-99.204735,200,50.299327,407,
-111.873825,200,50.299327,408,
-108.06357,200,51.675858,409,
-107.28813,200,51.675858,410,
-113.121376,200,51.675858,411,
-112.098236,200,51.67679,412,
-112.33303,200,51.67679,413,
-109.57571,200,51.67679,414,
-108.547646,200,51.67679,415,
-102.61935,200,51.67679,416,
-116.300934,200,52.898506,417,
-107.21393,200,52.898506,418,
-119.443275,200,52.898506,419,
-109.50344,200,52.898506,420,
-118.31609,200,52.898506,421,
-119.313065,200,52.898506,422,
-110.62325,200,52.898506,423,
-100.43074,200,52.898506,424,
-117.99081,200,54.268225,425,
-116.304115,200,54.268225,426,
-117.772026,200,54.268225,427,
-114.86019,200,54.268225,428,
-110.58593,200,54.268225,429,
-100.63881,200,54.268225,430,
-117.706696,200,54.268225,431,
-113.60693,200,54.268225,432,
-75.24203,200,55.535037,433,
-109.56372,200,55.535037,434,
-109.315994,200,55.535037,435,
-119.076614,200,55.535037,436,
-117.75413,200,55.535037,437,
-117.82696,200,55.535037,438,
-116.81034,200,55.535037,439,
-112.04663,200,55.535037,440,
-106.82971,200,56.835169,441,
-98.7765,200,56.836225,442,
-114.96928,200,56.836225,443,
-105.98941,200,56.836225,444,
-116.67268,200,56.836225,445,
-117.41359,200,56.836225,446,
-110.12977,200,56.836225,447,
-117.34919,200,56.836225,448,
-100.04876,200,58.216174,449,
-102.194176,200,58.216174,450,
-104.75601,200,58.216174,451,
-105.26852,200,58.216174,452,
-111.44358,200,58.216174,453,
-106.93084,200,58.216174,454,
-116.23178,200,58.216174,455,
-115.00237,200,58.216174,456,
-114.82712,200,59.494066,457,
-111.15106,200,59.494066,458,
-118.09021,200,59.494066,459,
-113.25663,200,59.494066,460,
-118.86832,200,59.494066,461,
-106.8687,200,59.494066,462,
-115.03875,200,59.494066,463,
-118.81494,200,59.494066,464,
-106.12222,200,60.818113,465,
-108.04493,200,60.818113,466,
-116.35088,200,60.818113,467,
-103.5286,200,60.818113,468,
-112.07487,200,60.818113,469,
-118.33507,200,60.818113,470,
-109.284035,200,60.818113,471,
-116.802986,200,60.818113,472,
-83.62,200,62.272396,473,
-101.09949,200,62.272396,474,
-96.10483,200,62.272396,475,
-108.82315,200,62.272396,476,
-109.68954,200,62.272396,477,
-116.671646,200,62.272396,478,
-108.323784,200,62.272396,479,
-116.12966,200,62.273397,480,
-98.01228,200,63.879318,481,
-104.208786,200,63.879318,482,
-117.948814,200,63.879318,483,
-119.964905,200,63.879318,484,
-106.51427,200,63.879318,485,
-115.93501,200,63.879318,486,
-111.96712,200,63.879318,487,
-108.17979,200,63.879318,488,
-102.59427,200,65.580745,489,
-112.45265,200,65.581745,490,
-107.10627,200,65.581745,491,
-98.25096,200,65.581745,492,
-112.24095,200,65.581745,493,
-117.18994,200,65.581745,494,
-96.287125,200,65.581745,495,
-99.61376,200,65.581745,496,
-104.80657,200,67.284756,497,
-119.70531,200,67.284756,498,
-119.633766,200,67.284756,499,
-100.055626,200,67.284756,500,
-104.37528,200,67.284756,501,
-114.51142,200,67.284756,502,
-105.032906,200,67.284756,503,
-105.83372,200,67.284756,504,
-116.37065,200,68.987061,505,
-105.7113,200,68.987061,506,
-98.75528,200,68.987061,507,
-109.35996,200,68.987061,508,
-100.005905,200,68.987061,509,
-113.55734,200,68.987061,510,
-111.10925,200,68.987061,511,
-103.90008,200,68.987061,512,
-120.1439,200,70.695534,513,
-105.60966,200,70.695534,514,
-122.13074,200,70.695534,515,
-109.470184,200,70.695534,516,
-116.97269,200,70.695534,517,
-99.79787,200,70.695534,518,
-104.87918,200,70.695534,519,
-105.15512,200,70.695534,520,
-100.97122,200,72.335643,521,
-104.93486,200,72.335643,522,
-106.02952,200,72.335643,523,
-119.12535,200,72.335643,524,
-115.02748,200,72.335643,525,
-107.98578,200,72.335643,526,
-108.343216,200,72.335643,527,
-100.0989,200,72.335643,528,
-119.541985,200,73.912565,529,
-102.16559,200,73.912565,530,
-106.06116,200,73.912565,531,
-95.75577,200,73.912565,532,
-117.989716,200,73.912565,533,
-114.10629,200,73.912565,534,
-103.26066,200,73.912565,535,
-114.99438,200,73.912565,536,
-114.86026,200,75.501151,537,
-110.85608,200,75.501151,538,
-117.0074,200,75.501151,539,
-117.288345,200,75.501151,540,
-112.76711,200,75.501151,541,
-109.67366,200,75.501151,542,
-105.40143,200,75.501151,543,
-99.38616,200,75.501151,544,
-100.74402,200,77.177445,545,
-102.0184,200,77.177445,546,
-107.353165,200,77.177445,547,
-103.089584,200,77.177445,548,
-105.97087,200,77.177445,549,
-111.03763,200,77.177445,550,
-107.09585,200,77.177445,551,
-101.18532,200,77.177445,552,
-119.79696,200,78.936997,553,
-117.1636,200,78.936997,554,
-114.074814,200,78.936997,555,
-111.73993,200,78.936997,556,
-108.35733,200,78.936997,557,
-118.328156,200,78.936997,558,
-105.441536,200,78.936997,559,
-117.37205,200,78.936997,560,
-112.13939,200,80.794104,561,
-101.45967,200,80.794104,562,
-119.52376,200,80.794104,563,
-119.70046,200,80.794104,564,
-117.398964,200,80.794104,565,
-114.87936,200,80.794104,566,
-115.90152,200,80.794104,567,
-102.66073,200,80.794104,568,
-111.08805,200,82.668291,569,
-115.522705,200,82.668291,570,
-98.629395,200,82.668291,571,
-114.69649,200,82.668291,572,
-99.15573,200,82.668291,573,
-117.161995,200,82.668291,574,
-107.52339,200,82.668291,575,
-107.455734,200,82.668291,576,
-119.5265,200,84.562236,577,
-117.59215,200,84.562236,578,
-118.14748,200,84.562236,579,
-112.762115,200,84.562236,580,
-106.927956,200,84.562236,581,
-109.00607,200,84.562236,582,
-118.21985,200,84.562236,583,
-116.82551,200,84.562236,584,
-111.186584,200,86.1903,585,
-115.35798,200,86.1903,586,
-117.82863,200,86.1903,587,
-120.1696,200,86.1903,588,
-110.75042,200,86.1903,589,
-102.02535,200,86.1903,590,
-106.671875,200,86.1903,591,
-105.511475,200,86.1903,592,
-108.59416,200,87.846696,593,
-103.13449,200,87.846696,594,
-105.641716,200,87.846696,595,
-116.911995,200,87.846696,596,
-103.88495,200,87.846696,597,
-105.18203,200,87.846696,598,
-110.28299,200,87.846696,599,
-106.3585,200,87.846696,600,
-109.66475,200,89.394514,601,
-115.02004,200,89.394514,602,
-102.212135,200,89.394514,603,
-99.965805,200,89.394514,604,
-115.403595,200,89.394514,605,
-117.742584,200,89.394514,606,
-106.61178,200,89.394514,607,
-115.18194,200,89.394514,608,
-106.88224,200,90.940221,609,
-104.1092,200,90.940221,610,
-99.497475,200,90.940221,611,
-104.576546,200,90.940221,612,
-100.504326,200,90.940221,613,
-113.0488,200,90.940221,614,
-103.940094,200,90.940221,615,
-113.12244,200,90.940221,616,
-115.79259,200,92.324521,617,
-117.98761,200,92.324521,618,
-102.563965,200,92.324521,619,
-108.91662,200,92.324521,620,
-106.532486,200,92.324521,621,
-97.870155,200,92.324521,622,
-114.74256,200,92.324521,623,
-115.026375,200,92.324521,624,
-111.76789,200,93.818413,625,
-117.08049,200,93.818413,626,
-107.9787,200,93.818413,627,
-110.86692,200,93.818413,628,
-115.50965,200,93.818413,629,
-115.83544,200,93.818413,630,
-107.658226,200,93.818413,631,
-112.710396,200,93.818413,632,
-102.5525,200,95.606003,633,
-109.065765,200,95.606003,634,
-116.269035,200,95.606003,635,
-101.76416,200,95.606003,636,
-108.86882,200,95.606003,637,
-114.53042,200,95.606003,638,
-97.46123,200,95.606003,639,
-100.35085,200,95.606003,640,
-117.21733,200,97.1572,641,
-102.34548,200,97.1572,642,
-99.716736,200,97.1572,643,
-115.19732,200,97.1572,644,
-100.4664,200,97.1572,645,
-99.921,200,97.1572,646,
-100.803406,200,97.1572,647,
-112.21069,200,97.1572,648,
-107.02275,200,98.433296,649,
-95.847404,200,98.434199,650,
-114.303,200,98.434199,651,
-109.915855,200,98.434199,652,
-108.86239,200,98.434199,653,
-115.67749,200,98.434199,654,
-108.60188,200,98.434199,655,
-109.24614,200,98.434199,656,
-115.787605,200,99.861631,657,
-105.96886,200,99.861631,658,
-113.07263,200,99.861631,659,
-113.69398,200,99.861631,660,
-109.86162,200,99.861631,661,
-118.32576,200,99.861631,662,
-101.95823,200,99.861631,663,
-106.66668,200,99.861631,664,
-107.11858,200,101.332263,665,
-110.482895,200,101.332263,666,
-112.85182,200,101.332263,667,
-100.127304,200,101.332263,668,
-98.49656,200,101.332263,669,
-101.54863,200,101.332263,670,
-110.51344,200,101.332263,671,
-108.23382,200,101.332263,672,
-107.95229,200,102.787873,673,
-107.819016,200,102.787873,674,
-96.021065,200,102.787873,675,
-88.85478,200,102.787873,676,
-110.71273,200,102.787873,677,
-102.87222,200,102.787873,678,
-99.32993,200,102.787873,679,
-108.08128,200,102.787873,680,
-109.8934,200,104.266519,681,
-112.06309,200,104.266519,682,
-103.423004,200,104.266519,683,
-103.78213,200,104.266519,684,
-109.91271,200,104.266519,685,
-113.46414,200,104.266519,686,
-117.6142,200,104.266519,687,
-110.89023,200,104.266519,688,
-114.9348,200,105.694248,689,
-102.76745,200,105.694248,690,
-109.648346,200,105.694248,691,
-102.297905,200,105.694248,692,
-99.80063,200,105.694248,693,
-100.64755,200,105.694248,694,
-114.86133,200,105.694248,695,
-109.24235,200,105.694248,696,
-120.169334,200,107.219157,697,
-109.93875,200,107.219157,698,
-105.86585,200,107.219157,699,
-105.42359,200,107.219157,700,
-108.85252,200,107.219157,701,
-108.033424,200,107.219157,702,
-111.38405,200,107.219157,703,
-112.68076,200,107.219157,704,
-112.545425,200,108.495314,705,
-105.99599,200,108.495314,706,
-77.86955,200,108.495314,707,
-106.971,200,108.495314,708,
-105.54881,200,108.495314,709,
-118.76803,200,108.495314,710,
-113.555855,200,108.495314,711,
-103.177704,200,108.495314,712,
-107.28492,200,109.862469,713,
-113.478325,200,109.862469,714,
-111.87572,200,109.862469,715,
-112.79893,200,109.862469,716,
-108.26765,200,109.862469,717,
-79.19914,200,109.862469,718,
-116.57112,200,109.862469,719,
-119.26542,200,109.862469,720,
-113.52157,200,111.286618,721,
-109.294365,200,111.286618,722,
-118.080696,200,111.286618,723,
-114.46027,200,111.286618,724,
-105.522934,200,111.286618,725,
-102.334045,200,111.286618,726,
-106.64711,200,111.286618,727,
-104.46881,200,111.286618,728,
-104.52597,200,113.023507,729,
-101.79585,200,113.023507,730,
-112.4744,200,113.023507,731,
-118.89485,200,113.023507,732,
-100.49003,200,113.023507,733,
-119.49074,200,113.023507,734,
-118.67678,200,113.023507,735,
-101.2969,200,113.023507,736,
-105.87008,200,114.300055,737,
-106.05917,200,114.300055,738,
-76.91979,200,114.300055,739,
-102.15121,200,114.300055,740,
-81.27465,200,114.300055,741,
-113.957756,200,114.300055,742,
-103.11746,200,114.300055,743,
-110.15568,200,114.300055,744,
-102.86884,200,115.662347,745,
-117.03886,200,115.662347,746,
-110.26733,200,115.662347,747,
-109.2726,200,115.662347,748,
-108.62971,200,115.662347,749,
-112.722626,200,115.662347,750,
-118.221985,200,115.662347,751,
-98.90102,200,115.662347,752,
-116.744026,200,117.139916,753,
-103.74609,200,117.139916,754,
-117.40909,200,117.139916,755,
-118.86435,200,117.139916,756,
-110.7575,200,117.139916,757,
-114.5689,200,117.139916,758,
-107.53452,200,117.139916,759,
-107.04842,200,117.139916,760,
-111.44749,200,118.598423,761,
-115.93818,200,118.598423,762,
-118.45749,200,118.598423,763,
-78.484795,200,118.598423,764,
-113.34115,200,118.598423,765,
-103.73,200,118.598423,766,
-104.06497,200,118.598423,767,
-119.617294,200,118.598423,768,
-113.59392,200,119.916649,769,
-100.58209,200,119.916649,770,
-114.57998,200,119.916649,771,
-113.228325,200,119.916649,772,
-112.802704,200,119.916649,773,
-91.77492,200,119.916649,774,
-113.393074,200,119.916649,775,
-114.076126,200,119.916649,776,
-105.52004,200,121.210807,777,
-102.224144,200,121.210807,778,
-113.72302,200,121.210807,779,
-113.79662,200,121.210807,780,
-97.56924,200,121.210807,781,
-74.1043,200,121.210807,782,
-101.76067,200,121.210807,783,
-84.91788,200,121.210807,784,
-117.48467,200,122.865303,785,
-111.59396,200,122.865303,786,
-117.71692,200,122.865303,787,
-118.68129,200,122.865303,788,
-109.48837,200,122.865303,789,
-116.53792,200,122.865303,790,
-103.17316,200,122.865303,791,
-105.85181,200,122.865303,792,
-100.31044,200,124.222048,793,
-118.948265,200,124.222048,794,
-118.652,200,124.222048,795,
-107.31171,200,124.222048,796,
-116.971504,200,124.222048,797,
-110.60249,200,124.222048,798,
-100.87911,200,124.222048,799,
-106.443146,200,124.222048,800,
-114.89265,200,125.607989,801,
-106.67782,200,125.607989,802,
-106.31938,200,125.608991,803,
-118.02248,200,125.608991,804,
-107.09007,200,125.608991,805,
-100.01059,200,125.608991,806,
-107.13228,200,125.608991,807,
-104.35256,200,125.608991,808,
-116.77751,200,126.88614,809,
-107.57336,200,126.88614,810,
-116.5168,200,126.88614,811,
-100.47453,200,126.88614,812,
-111.83015,200,126.88614,813,
-109.900795,200,126.88614,814,
-106.42238,200,126.88614,815,
-112.013596,200,126.88614,816,
-101.67092,200,128.229704,817,
-106.09998,200,128.229704,818,
-101.165955,200,128.229704,819,
-110.689606,200,128.229704,820,
-104.57395,200,128.229704,821,
-111.32422,200,128.229704,822,
-105.24008,200,128.229704,823,
-113.59543,200,128.229704,824,
-104.44544,200,129.49612,825,
-118.248726,200,129.49612,826,
-102.81785,200,129.49612,827,
-113.10803,200,129.49612,828,
-103.00282,200,129.49612,829,
-111.38609,200,129.49612,830,
-102.78271,200,129.49612,831,
-117.18709,200,129.49612,832,
-114.08081,200,130.724503,833,
-116.599754,200,130.724503,834,
-107.0831,200,130.724503,835,
-106.75377,200,130.724503,836,
-116.72624,200,130.724503,837,
-106.64085,200,130.724503,838,
-112.83557,200,130.724503,839,
-105.01051,200,130.724503,840,
-106.01135,200,132.016356,841,
-107.226814,200,132.016356,842,
-115.88127,200,132.016356,843,
-110.088844,200,132.016356,844,
-110.13509,200,132.016356,845,
-105.63508,200,132.016356,846,
-102.482605,200,132.016356,847,
-116.0143,200,132.016356,848,
-100.558655,200,133.357383,849,
-118.535515,200,133.357383,850,
-112.75794,200,133.357383,851,
-115.35876,200,133.357383,852,
-102.18337,200,133.357383,853,
-118.068054,200,133.357383,854,
-111.94002,200,133.357383,855,
-98.86437,200,133.357383,856,
-117.51062,200,134.546186,857,
-112.098946,200,134.546186,858,
-112.78902,200,134.546186,859,
-112.69411,200,134.546186,860,
-83.34856,200,134.546186,861,
-113.29942,200,134.546186,862,
-111.824,200,134.546186,863,
-119.1162,200,134.546186,864,
-112.13735,200,135.915716,865,
-118.94802,200,135.915716,866,
-117.36953,200,135.915716,867,
-117.14794,200,135.915716,868,
-100.56485,200,135.915716,869,
-103.95193,200,135.915716,870,
-99.28781,200,135.915716,871,
-114.64586,200,135.915716,872,
-113.99416,200,137.261328,873,
