Episode,Reward,Loss,Epsilon
1,-41.09173145730636,0.018468497897929592,0.199905
2,-157.18505879697784,0.0781904975771904,0.19981000000000002
3,-170.3311306552506,0.1688492522612214,0.199715
4,-226.2049710024584,0.3500277363955975,0.19962000000000002
5,-99.77192988731883,0.5313439181447029,0.199525
6,-84.08465160032175,0.6470957544744015,0.19943000000000002
7,-95.87077392952101,0.7123703911900521,0.199335
8,-13.638793753667843,0.7264938673973084,0.19924
9,-65.7362057767364,0.701831866979599,0.19914500000000002
10,-29.221587202133545,0.7548395082056523,0.19905
11,14.16495789452963,0.7878125146329403,0.19895500000000002
12,-40.57285549444251,0.8455675650537015,0.19886
13,-12.047323247805455,0.8215940396487713,0.19876500000000002
14,55.64028845561068,0.9448659668564796,0.19867
15,0.6884831749832927,0.7104793035686016,0.198575
16,23.507182848030553,0.7503110789060593,0.19848000000000002
17,6.401205194970565,0.7158639014065266,0.198385
18,51.267255812283175,0.7395121195316314,0.19829000000000002
19,-0.6400301207262347,0.6707307162880898,0.198195
20,79.61964726547245,0.7142033942937851,0.1981
21,102.90748525176339,0.696583839982748,0.19800500000000001
22,45.82383827794126,0.6864481362402439,0.19791
23,132.5197402773561,0.7417911732494831,0.19781500000000002
24,270.2110756068547,0.7307557282447815,0.19772
25,139.84402775737593,0.9099179461300373,0.19762500000000002
26,107.02325148098564,0.8503217808902264,0.19753
27,449.6608553521852,0.9145286638438702,0.197435
28,503.4498873464158,0.992696574896574,0.19734000000000002
29,695.6151376861286,1.1261604856848717,0.197245
30,590.0643994946159,1.2509714165329933,0.19715000000000002
31,824.9444059045937,1.3869114847779274,0.197055
32,1167.3082836716571,1.6078652980327606,0.19696000000000002
33,1088.7320088393549,1.9067679977416991,0.196865
34,1279.7189278223398,2.4202624173164367,0.19677
35,637.8491276492077,2.7536078070402144,0.19667500000000002
36,707.8506733044121,2.9935303618907927,0.19658
37,1418.2213376905374,3.294721474170685,0.19648500000000002
38,1288.5641843459207,3.648959359169006,0.19639
39,1105.7360338282756,4.017241236448288,0.196295
40,1524.2028423812237,5.974845970392227,0.1962
41,1186.1378301244386,4.3615462683439254,0.196105
42,1512.2190611696956,4.788443616390229,0.19601000000000002
43,1573.3025274671577,5.034828792572021,0.195915
44,164.1886859245256,6.12854452252388,0.19582000000000002
45,1707.6799550863107,5.767238706588745,0.195725
46,1716.347496034374,6.465467578411102,0.19563
47,1769.8915791228014,7.288427217245102,0.19553500000000001
48,1154.4000284854044,7.7241766216754915,0.19544
49,1169.6201515108985,8.274194231033325,0.19534500000000002
50,1403.9002135376022,8.708365330934525,0.19525
51,1232.6979962897435,9.620741742610932,0.19515500000000002
52,196.7438327110964,9.988868271827698,0.19506
53,361.40075684829094,8.947156404972077,0.194965
54,1560.5639396680285,9.6133186647892,0.19487000000000002
55,1640.5381692524156,10.846818076372147,0.194775
56,-89.08699405238836,10.836267532348632,0.19468000000000002
57,1801.0688347820933,11.274890566110612,0.194585
58,985.373402994567,12.228533723592758,0.19449000000000002
59,457.97855111773055,11.850365344285965,0.194395
60,665.9182200392046,11.832047708511352,0.1943
61,1657.7165712746612,12.298427547454834,0.19420500000000002
62,230.44037813502572,12.78001061964035,0.19411
63,1091.7667847838213,12.274221920013428,0.19401500000000002
64,1011.511174531302,11.524810709476471,0.19392
65,1261.2845586106848,13.890152126789094,0.19382500000000003
66,-13.228986789692653,13.817068330287933,0.19373
67,1890.4853787263753,13.762118284225464,0.193635
68,2209.3660857573173,14.691375648975372,0.19354000000000002
69,2231.439279273533,14.82116287946701,0.193445
70,2078.070826193113,15.105653538703919,0.19335000000000002
71,1800.8298528090397,15.785673254966737,0.193255
72,1493.5566737600404,16.45476852464676,0.19316
73,1717.3024022076377,14.546541462421418,0.19306500000000001
74,1681.4109868116757,15.119176024436952,0.19297
75,1744.7524719726962,16.933473519802092,0.19287500000000002
76,1824.563646283586,17.72101768922806,0.19278
77,1587.0924341463976,19.712251508712768,0.19268500000000002
78,1255.4018227154545,20.133558089256287,0.19259
79,1499.7382270442085,18.309504243850707,0.192495
80,1833.2949117689018,19.105391716003417,0.19240000000000002
81,2121.6672164234324,19.849772635936738,0.192305
82,1968.2998665283021,19.328175096988677,0.19221000000000002
83,2153.7274044352253,20.077501656532288,0.192115
84,1964.19241170144,19.50728013706207,0.19202000000000002
85,-44.79959293516694,20.148734250545502,0.191925
