Episode,Reward,Loss
1,0.0,
2,0.0,0.2507187593728304
3,0.0,0.21034880290771352
4,0.0,0.16349911503493786
5,0.0,0.11326817103794642
6,0.0,0.12438803301616148
7,0.0,0.11377526413310658
8,0.0,0.09277509835859139
9,0.0,0.08573715695563484
10,0.0,0.06453104573301971
11,0.0,0.057051743359066716
12,0.0,0.041787448254498566
13,0.0,0.02762540568393178
14,0.0,0.019661251168984633
15,0.0,0.02010872163809836
16,0.0,0.016954105347394943
17,0.0,0.015457795436592087
18,0.0,0.016986826124290626
19,0.0,0.015254860211695944
20,0.0,0.012672875464583436
21,0.0,0.009559623897075653
22,0.0,0.01110836660354248
23,0.0,0.010783444489202192
24,0.0,0.00766150977772971
25,0.0,0.01075289068886867
26,0.0,0.010392194335180962
27,0.0,0.008949946553912014
28,0.0,0.007893042910533646
29,0.0,0.0096672196318773
30,0.0,0.008631722710561007
31,0.0,0.008472032273526896
32,0.0,0.007099936316315565
33,0.0,0.00678975472945477
34,0.0,0.006248907389817759
35,0.0,0.006602264067623764
36,0.0,0.005303053221163841
37,0.0,0.005330467386455793
38,0.0,0.004511594347422943
39,0.0,0.004929274690851147
40,0.0,0.003824701863068894
41,0.0,0.0031474740963483997
42,0.0,0.002446150935541552
43,0.0,0.002965274428292601
44,0.0,0.0028013819129018183
45,0.0,0.003756609427827326
46,0.0,0.0025273180880207927
47,0.0,0.0019476250138753773
48,0.0,0.0013825535133946687
49,0.0,0.0019632118919010585
50,0.0,0.0014607014297955455
51,0.0,0.0016732348753562705
52,0.0,0.001910703478860629
53,0.0,0.0015119324865130086
54,0.0,0.0015116892493518906
55,0.0,0.0012519781248556683
56,0.0,0.0016036584056564607
57,0.0,0.0016128695747789203
58,0.0,0.0016329663873572524
59,0.0,0.0022831400080273547
60,0.0,0.0018955544801428914
61,0.0,0.002515396050346846
62,0.0,0.001932416871568421
63,0.0,0.002088297477457672
64,0.0,0.0021045632379622582
65,0.0,0.002487770117888296
66,0.0,0.002191186365962494
67,0.0,0.0024192373809480182
68,0.0,0.0024679797360979356
69,0.0,0.0025677090662336627
70,0.0,0.002819734534517613
71,0.0,0.002735142892925069
