Episode,Reward,Loss
1,0.0,
2,0.0,
3,0.0,0.2874284046036856
4,0.0,0.293161042034626
5,0.0,0.2741167206655849
6,0.0,0.3170194774866104
7,0.0,0.299733504652977
8,0.0,0.31993062297503155
9,0.0,0.24924772046506405
10,0.0,0.24180289890084947
11,1.0,0.20239837964375815
12,0.0,0.21781885251402855
13,0.0,0.25137846171855927
14,0.0,0.2131588657697042
15,0.0,0.20837523539861044
16,0.0,0.17313072457909584
17,0.0,0.14952152781188488
18,0.0,0.16710780208048068
19,1.0,0.1547202189763387
20,0.0,0.14606564243634543
21,0.0,0.13633234426379204
22,0.0,0.14655116498470305
23,0.0,0.16605781614780427
24,0.0,0.1410842463374138
25,0.0,0.14489132290085158
26,0.0,0.12331725532809894
27,1.0,0.10848113801330328
28,0.0,0.12132044384876887
29,0.0,0.09738620122273763
30,0.0,0.09687352323761353
31,0.0,0.0977731291204691
32,0.0,0.09534732169575161
33,0.0,0.09347459673881531
34,0.0,0.08853677809238433
35,0.0,0.08413997106254101
36,0.0,0.08765830099582672
37,0.0,0.07429621125069949
38,0.0,0.06655583118921832
39,0.0,0.06491073196132978
40,0.0,0.06203943490982056
41,0.0,0.06142092756927013
42,0.0,0.0516618053532309
43,0.0,0.05592124802725656
44,0.0,0.05002826783392164
45,0.0,0.0443703344091773
46,0.0,0.043981715105473995
47,0.0,0.04039594039998271
48,0.0,0.03528110310435295
49,0.0,0.0425762968758742
50,0.0,0.0388807812705636
51,0.0,0.03703833863671337
52,0.0,0.042047109454870224
53,0.0,0.04714903856317202
54,0.0,0.02934960350394249
55,0.0,0.03966790757008961
56,0.0,0.038355914048022695
57,0.0,0.0362742298415729
58,0.0,0.035854016741116844
59,0.0,0.027922333404421806
60,0.0,0.028349548321345758
61,0.0,0.026555559908350308
62,0.0,0.024380813352763653
63,0.0,0.0225376533344388
64,0.0,0.025209078875680763
65,0.0,0.029052966020324013
66,0.0,0.024567967979237437
67,0.0,0.02262047305703163
68,0.0,0.019306552596390247
69,0.0,0.023326532915234566
70,0.0,0.01923531200736761
71,0.0,0.017696780940661065
72,0.0,0.013592434814199805
73,0.0,0.028423159721900116
74,0.0,0.01847134147058515
75,0.0,0.01428010268136859
76,0.0,0.030194842567046482
77,0.0,0.018856357783079147
78,0.0,0.019595753933702196
79,0.0,0.012687046080827713
80,0.0,0.02031350942949454
81,0.0,0.01558194515694465
82,0.0,0.01583824905433825
83,0.0,0.015114094234175153
84,0.0,0.01376781240105629
85,0.0,0.015664570149965584
86,0.0,0.021439290978014468
87,0.0,0.012265777797438204
88,0.0,0.01596498256549239
89,0.0,0.021810025287171204
90,1.0,0.01693129598755728
91,0.0,0.013252730320753723
92,0.0,0.015630680032902293
93,0.0,0.013050203832487265
94,0.0,0.010651868768036366
95,0.0,0.012681650090962648
96,0.0,0.012024105293676257
97,0.0,0.016476500313729048
98,0.0,0.016192166600376368
99,1.0,0.01326085225893901
